# 西安市-7910
name: 2号线
len: 6
type: mtr

020011: 草滩
020013: 红会医院北区
020015: 西安北站
020017: 北苑
020019: 凤城十路
02001B: 行政中心
02001D: 凤城五路
02001F: 市图书馆
020021: 大明宫西
020023: 龙首原
020025: 安远门
020027: 北大街
020029: 钟楼
02002B: 永宁门
02002D: 南稍门
02002F: 体育场
020031: 小寨
020033: 纬一街
020035: 电视塔
020037: 三爻
020039: 凤栖原
02003B: 航天城
02003D: 韦曲南
02003F: 何家营
020041: 常宁宫
