name: 5号线
len: 4
type: mtr

0501: 园博中心
0502: 丹鹤
0503: 湖霞街
0504: 重光
0505: 和睦路
0506: 人和
0507: 幸福广场
0508: 冉家坝
0509: 大龙山
0510: 大石坝
0511: 忠恕沱
0512: 红岩村
0513: 歇台子
0514: 石桥铺
0515: 石新路
0516: 巴山
0517: 凤西路
0518: 重庆西站
0519: 华岩寺
0520: 华成路
0521: 半山
0522: 中梁山
0523: 金建路
0524: 华岩中心
0525: 跳磴
0526: 玉河沟
0527: 甘悦大道
0528: 鲁家沟
0529: 中央公园西
0530: 椿萱大道
0531: 悦港大道
0532: 悦港北路
