# 重庆市-6900
name: 10号线
len: 4
type: mtr

1001: 兰花路
1002: 南湖
1003: 万寿路
1004: 南坪
1005: 后堡
1006: 七星岗
1007: 大礼堂
1008: 曾家岩
1009: 鲤鱼池
1010: 红土地
1011: 龙头寺公园
1012: 重庆北站南广场
1013: 重庆北站北广场
1014: 民心佳园
1015: 三亚湾
1016: 上湾路
1017: 环山公园
1018: 长河
1019: 江北机场T3航站楼
1020: 江北机场T2航站楼
1021: 渝北广场
1022: 鹿山
1023: 中央公园东
1024: 中央公园
1025: 中央公园西
1026: 悦来
1027: 王家庄
