# 重庆市-6900
name: 6号线
len: 4
type: mtr

0601: 茶园
0602: 邱家湾
0603: 长生桥
0604: 刘家坪
0605: 上新街
0606: 小什字
0607: 大剧院
0608: 江北城
0609: 五里店
0610: 红土地
0611: 黄泥塝
0612: 红旗河沟
0613: 花卉园
0614: 大龙山
0615: 冉家坝
0616: 光电园
0617: 大竹林
0618: 康庄
0619: 九曲河
0620: 礼嘉
0621: 金山寺
0622: 曹家湾
0623: 蔡家
0624: 向家岗
0625: 龙凤溪
0626: 状元碑
0627: 西南大学
0628: 北碚
