# 昆明市-7310
name: 3号线
len: 8
type: mtr

00030017: 西山公园
00030018: 车家壁
00030019: 普坪村
00030020: 石咀
00030021: 大渔路
00030022: 西部汽车站
00030023: 眠山
00030024: 昌源中路
00030025: 西苑
00030032: 梁家河
00030033: 市体育馆
00030034: 潘家湾
00030035: 五一路
00030036: 东风广场
00030037: 拓东体育馆
00030038: 大树营
00030039: 金马寺
00030040: 太平村
00030041: 虹桥
00030048: 东部汽车站
