# 大连市-2220
name: 2号线
len: 4
type: mtr

0201: 海之韵
0202: 东海
0203: 东港
0204: 会议中心
0205: 港湾广场
0206: 中山广场
0207: 友好广场
0208: 青泥洼桥
0209: 一二九街
020A: 人民广场
020B: 联合路
020C: 交通大学
020D: 辽师大
020E: 马栏广场
020F: 湾家
0210: 红旗西路
0211: 虹锦路
0212: 虹港路
0213: 机场
0214: 辛寨子
0215: 前革
0216: 中革
0217: 革镇堡
0218: 后革
0219: 卫生中心
021A: 体育中心
021B: 南关岭
