# 成都市-6510
name: 3号线
len: 4
type: mtr

0312: 成都医学院
0313: 石油大学
0314: 钟楼
0315: 马超西路
0316: 团结新区
0317: 锦水河
0318: 三河场
0319: 金华寺东路
0320: 植物园
0321: 军区总医院
0322: 熊猫大道
0323: 动物园
0324: 昭觉寺南路
0325: 驷马桥
0326: 李家沱
0327: 前锋路
0328: 红星桥
0329: 市二医院
0330: 春熙路
0331: 新南门
0332: 磨子桥
0333: 省体育馆
0334: 衣冠庙
0335: 高升桥
0336: 红牌楼
0337: 太平园
0338: 川藏立交
0339: 武侯立交
0340: 武青南路
0341: 双凤桥
0342: 龙桥路
0343: 航都大街
0344: 迎春桥
0345: 东升
0346: 双流广场
0347: 三里坝
0348: 双流西站
