# 沈阳市-2210
name: 4号线
len: 8
type: mtr

000401A5: 正新路
000401A7: 文官街
000401A9: 望花
000401AB: 观泉路
000401AD: 北大营
000401AF: 合作街
000401B1: 洮昌街
000401B3: 沈阳大学
000401B5: 沈阳北站
000401B7: 皇寺路
000401B9: 市府大路
000401BB: 太原街
000401BD: 南五马路
000401BF: 砂阳
000401C1: 南京桥
000401C3: 长白岛
000401C5: 长白南
000401C7: 金仓路
000401C9: 云杉路
000401CB: 红椿路
000401CD: 城建学院
000401CF: 沈阳南站
000401D1: 创新路
