# 贵阳市-7010
name: 1号线
len: 4
type: mtr

0101: 窦官
0102: 下麦西
0103: 老湾塘
0104: 阅山湖公园
0105: 林城西路
0106: 观山湖公园
0107: 国际生态会议中心
0108: 阳关
0109: 新寨
0110: 白鹭湖
0111: 贵阳北站
0112: 雅关
0113: 南垭路
0114: 八鸽岩
0115: 北京路
0116: 喷水池
0117: 中山西路
0118: 河滨公园
0119: 贵阳火车站
0120: 沙冲路
0121: 望城坡
0122: 珠江路
0123: 长江路
0124: 清水江路
0125: 小孟工业园
