# 青岛市-4520
name: 2号线
len: 4
type: mtr

0218: 轮渡
0219: 小港
0220: 邮轮母港
0221: 泰山路
0222: 利津路
0223: 台东
0224: 海信桥
0225: 芝泉路
0226: 五四广场
0227: 浮山所
0228: 燕儿岛路
0229: 高雄路
0230: 麦岛
0231: 海游路
0232: 海川路
0233: 海安路
0234: 石老人浴场
0235: 苗岭路
0236: 同安路
0237: 辽阳东路
0238: 东韩
0239: 华楼山路
0240: 枣山路
0241: 李村
0242: 李村公园
0243: 下王埠
0244: 佛耳崖
0245: 合川路
0246: 汉川路
0247: 宾川路
0248: 院士港
0249: 世园大道
0250: 世博园
