# 天津市-1121
name: 5号线
len: 8
type: mtr

00050011: 北辰科技园北
00050012: 丹河北道
00050013: 北辰道
00050014: 职业大学
00050015: 淮河道
00050016: 辽河北道
00050017: 宜兴埠北
00050018: 张兴庄
00050019: 志成路
00050020: 思源路
00050021: 建昌道
00050022: 金钟河大街
00050023: 月牙河
00050024: 幸福公园
00050025: 靖江路
00050026: 成林道
00050027: 津塘路
00050028: 直沽
00050029: 下瓦房
00050030: 西南楼
00050031: 文化中心
00050032: 天津宾馆
00050033: 肿瘤医院
00050034: 体育中心
00050035: 凌宾路
00050036: 昌凌路
00050037: 中医一附院
00050038: 李七庄南
00050039: 京华东道
