# 天津市-1121
name: 11号线
len: 8
type: mtr

00110029: 文洁路
00110030: 澄江路
00110031: 一中心医院
00110032: 水上公园西路
00110033: 南开大学八里台
00110034: 吴家窑
00110035: 佟楼
00110036: 迎宾馆
00110037: 文化中心
00110038: 医大二院
00110039: 澧水道
00110040: 内江路
00110041: 陈塘
00110042: 东江道
00110043: 学苑北路
00110044: 海河东路
00110045: 环宇道
00110046: 雪莲南路
00110047: 招远路
00110048: 东丽文体中心
00110049: 驯海路
00110050: 东丽一经路
00110051: 东丽三经路
00110052: 东丽六经路
