# 北京市-1000
name: 5号线
len: 6
type: mtr

050015: 天通苑北
050017: 天通苑
050019: 天通苑南
05001B: 立水桥
05001D: 立水桥南
05001F: 北苑路北
050021: 大屯路东
050023: 惠新西街北口
050025: 惠新西街南口
050027: 和平西桥
050029: 和平里北街
05002B: 雍和宫
05002D: 北新桥
05002F: 张自忠路
050031: 东四
050033: 灯市口
050035: 东单
050037: 崇文门
050039: 磁器口
05003B: 天坛东门
05003D: 蒲黄榆
05003F: 刘家窑
050041: 宋家庄
